source,target,weight
425,296,6.744985
396,426,6.786501
427,428,7.868176
429,430,6.088907
290,431,7.317022
432,433,3.154511
434,191,3.982219
435,436,6.379430
437,131,8.961895
438,439,6.156617
440,441,4.824152
442,443,7.264258
70,444,5.761608
445,446,7.648077
267,326,6.601195
447,448,6.841578
449,450,7.151246
451,119,2.071223
452,453,2.564700
454,455,7.971097
456,457,6.237312
412,458,4.523780
459,460,5.249195
461,462,4.368195
463,464,5.855201
287,465,5.147737
135,166,5.939733
119,466,2.564274
467,468,2.255550
469,470,4.053426
170,471,6.166325
472,473,4.887077
474,475,6.858065
476,325,6.701771
477,478,2.965694
479,480,2.206460
481,482,5.145575
483,484,6.401343
485,486,6.120506
487,488,11.536405
489,490,6.255599
181,491,5.397268
492,493,6.919263
2,494,3.457142
495,177,5.817902
496,497,5.935575
498,224,7.108045
499,500,7.274788
185,501,4.205343
502,405,5.193121
496,503,5.462197
504,505,6.286497
506,507,7.713649
508,509,3.694151
182,300,5.497157
510,98,5.306361
511,512,8.919807
513,310,4.311695
246,514,6.185878
515,516,6.496444
517,518,7.374116
519,520,3.317283
521,522,6.193041
523,172,7.625106
524,525,6.073073
526,527,6.172558
528,273,5.965058
529,530,9.122095
531,532,6.076036
533,534,6.609571
338,535,6.394670
536,537,6.454297
538,539,5.181867
420,105,5.688527
485,138,5.629264
540,541,5.129879
542,25,6.394504
543,464,5.756946
138,544,6.309676
545,546,7.397791
513,547,5.695551
548,549,5.038301
550,551,5.426615
552,553,7.262672
554,119,2.286328
65,115,5.122310
308,555,5.156647
556,557,4.168788
126,217,2.367842
558,559,5.337759
412,237,4.746900
560,561,5.400328
42,540,4.905074
562,512,8.244072
563,564,6.145974
306,565,4.864131
566,32,6.517058
567,568,6.722613
569,310,5.176181
570,571,7.101711
572,573,7.234986
574,575,8.236901
576,577,2.825302
314,578,5.243992
579,544,6.892475
580,150,6.956180
137,581,6.920670
582,111,6.207933
583,584,7.173272
529,585,9.172780
586,587,7.321621
588,324,5.739111
124,453,2.415030
589,590,7.467453
189,591,5.660545
592,593,6.215995
594,595,3.202995
596,115,6.625629
597,598,2.554317
599,600,4.940087
601,602,5.886395
603,604,6.429425
605,606,5.202237
607,608,5.405624
609,610,5.029644
611,612,4.687987
613,614,6.004541
615,426,5.457657
616,617,6.324189
584,618,7.123881
619,620,4.065844
621,622,5.250909
623,624,5.938360
625,626,2.461961
627,628,6.428141
629,630,4.964680
631,632,2.665773
366,571,7.331998
633,634,7.029662
635,636,2.294493
637,174,4.867329
638,249,5.699572
639,640,8.059826
566,641,6.190846
642,546,7.919247
643,644,5.379395
53,645,5.447972
646,647,3.718179
447,562,7.160331
648,649,4.079010
650,47,6.480312
126,651,3.775352
652,335,5.578512
85,574,6.006644
653,654,6.234860
655,245,5.616433
656,657,6.320750
658,659,6.820259
660,360,5.644087
661,662,4.408075
368,663,6.446806
664,454,7.940576
665,666,7.099375
291,667,6.691750
668,608,6.493331
175,88,5.020380
669,670,5.786285
671,672,7.230114
673,674,6.932428
168,675,4.383033
676,677,5.438240
678,22,6.793384
446,537,6.787969
679,680,7.581741
681,682,7.074285
683,455,7.967458
285,123,6.941998
684,685,8.515719
686,687,5.334033
655,688,6.799759
446,689,5.451700
690,175,5.649290
592,691,5.368047
582,692,7.989330
693,694,6.484950
695,696,5.923378
697,698,7.123324
570,699,7.060062
700,701,6.410111
702,166,5.684497
703,441,4.769192
704,705,6.751691
706,707,6.895298
708,408,7.357881
709,322,3.799223
330,470,4.805903
710,711,5.561402
12,230,5.490584
712,511,6.590961
713,586,6.896420
281,714,3.198486
120,715,6.938096
580,716,6.178339
582,717,6.591269
143,718,4.686250
140,719,7.878487
720,721,6.734555
722,723,5.301621
111,724,6.109687
725,726,5.909120
65,727,5.801193
728,729,5.849879
730,731,7.085238
732,100,6.168867
733,734,3.861640
735,736,4.117072
246,662,4.107184
737,738,7.075878
739,740,7.040074
100,741,5.160649
742,743,6.284290
410,744,7.783442
745,316,5.598944
711,202,5.684116
746,233,5.364155
747,645,4.020545
748,749,6.846319
750,751,5.655655
752,753,6.357335
499,754,6.705496
455,544,7.056733
755,419,6.241338
756,757,8.767993
643,758,7.693210
759,760,5.988866
697,641,5.725514
576,761,2.953636
762,230,5.183534
763,764,7.125732
765,766,5.607371
278,767,6.439178
768,769,7.086811
770,727,6.518565
771,509,4.356077
772,773,6.617852
774,378,4.475749
775,776,5.509896
777,778,6.670819
779,780,5.892792
781,782,5.059649
783,784,2.854339
785,786,6.765545
787,788,5.909043
789,790,6.287029
791,792,4.946068
793,794,3.413700
370,333,5.436458
795,796,4.523782
62,797,4.788253
798,192,5.105997
193,799,6.346482
736,103,4.775413
498,800,6.625695
621,801,4.246932
802,803,6.195840
725,804,6.766556
805,806,7.570229
302,807,3.317262
808,293,6.758255
809,159,6.437423
810,811,5.296527
812,813,5.805078
814,815,6.515626
583,140,7.209627
816,817,6.260537
248,203,4.729088
818,819,5.322059
397,587,6.811743
820,821,2.531946
696,822,5.701643
823,264,7.748010
824,754,6.724157
388,825,3.216901
826,780,6.049721
571,358,5.966541
212,827,6.236938
828,829,4.658541
148,830,7.684131
616,628,6.406715
831,832,5.981602
176,285,5.621738
443,833,8.360593
834,372,2.929992
835,836,6.791710
234,837,6.862789
171,838,6.764764
149,839,5.791007
840,841,5.243816
842,843,6.004908
844,845,4.334850
846,518,7.714401
681,411,7.505854
847,848,6.707900
849,850,5.028639
851,852,7.887507
565,846,6.232441
853,854,5.046510
855,487,5.781419
678,131,6.828448
856,188,2.757970
184,857,7.622664
858,859,4.520081
860,861,5.057276
56,862,6.632866
567,718,6.436566
863,47,6.427513
864,865,7.059518
386,866,7.877897
867,644,7.112414
868,69,5.319603
251,544,6.130843
869,870,3.488592
472,871,7.027182
872,480,3.276946
873,312,6.554044
83,874,2.054674
875,3,4.538319
876,242,6.163939
877,878,7.342218
879,880,6.223590
204,881,4.656349
882,883,4.323746
452,794,2.476954
884,625,3.599180
259,573,7.009084
885,886,6.017685
887,595,3.404437
888,889,3.068742
122,813,5.311001
890,891,5.651659
892,703,6.136955
20,893,7.071784
894,468,2.969943
537,689,6.634017
895,896,6.717597
897,898,6.464863
899,170,7.261664
108,555,4.978477
900,450,6.155141
901,902,6.959696
903,904,6.356802
138,182,5.810251
609,905,7.729034
431,67,7.000567
906,907,5.938506
908,909,5.236846
910,667,6.244391
911,158,5.469776
479,912,2.685951
26,913,5.213870
459,914,7.285587
915,916,5.405188
917,423,6.093922
8,918,5.463060
919,920,7.258299
336,480,1.587397
624,638,5.841444
121,166,5.130134
905,921,7.061365
283,922,5.917182
923,162,7.426888
747,924,4.311984
755,925,6.360938
926,803,6.088734
927,376,5.752154
928,929,7.342275
779,557,3.554865
858,930,5.563569
931,932,5.871030
933,934,5.647748
650,935,6.480516
337,241,2.909511
936,98,6.908394
937,938,3.948305
664,403,5.562984
212,895,5.940164
872,466,3.151368
101,939,6.176388
250,940,5.976017
333,941,4.508226
942,943,6.272073
815,921,5.982643
944,525,7.329676
552,945,7.181160
669,242,4.703655
946,947,6.052099
363,948,5.855943
410,530,6.081903
908,600,4.638911
949,600,4.815352
950,951,5.686391
349,952,5.482905
953,716,7.369623
251,403,7.656936
954,687,6.570770
651,217,3.858174
357,760,7.091296
121,266,5.961558
507,955,7.412429
856,229,2.492190
956,957,5.313149
958,959,4.868846
735,960,4.611235
961,400,6.523242
8,962,5.054194
532,543,6.142931
278,963,6.226252
964,323,4.454257
341,965,7.504319
620,158,4.114215
789,966,5.518992
967,2,5.212489
229,968,1.934001
969,970,6.569000
610,971,6.541729
533,972,4.948156
973,480,1.749552
226,974,5.272484
975,767,6.660763
779,465,4.795621
976,977,7.596920
709,978,3.957354
979,691,6.820289
89,60,6.788504
980,177,5.982110
981,802,5.181109
948,462,5.607770
982,460,5.409843
983,984,7.206470
985,986,2.548830
513,560,5.353200
209,987,7.454334
521,540,5.469295
988,989,7.924090
268,117,2.368442
469,990,4.099698
86,760,5.523564
688,196,7.301059
398,991,5.113955
992,969,6.077127
993,314,5.138044
994,106,6.487962
995,996,4.794384
534,997,7.402029
998,603,6.018941
525,999,6.382676
1000,675,4.646369
1001,785,7.396420
1002,1003,5.468772
1004,1005,4.735198
1006,251,8.352125
111,1007,8.735230
149,1008,6.368787
1009,990,4.787387
1010,234,6.791433
1011,640,6.682928
1012,1013,6.767281
724,832,5.837035
1014,1015,7.589167
839,1016,8.553041
1017,859,4.551757
1018,1019,1.995971
974,1020,5.713358
453,794,2.416908
1021,729,6.483422
199,1022,6.049814
452,1023,2.342463
1024,1000,4.843285
1025,1026,7.594017
301,1027,6.837212
1028,810,4.248027
1029,693,6.870234
1030,31,5.734689
1031,1032,3.799043
1033,462,5.122909
533,1034,5.707722
1035,1036,3.182659
503,810,3.976318
816,1037,6.933644
317,1038,6.394838
1039,1040,7.183594
1041,1040,8.077242
1042,1043,5.554875
1044,1045,2.101262
250,1046,6.303078
373,468,3.074477
472,1047,5.320490
1048,135,5.996756
1049,521,4.711306
384,376,4.593327
1050,1051,8.886623
821,1052,6.452505
1053,1054,6.464101
689,836,5.893319
1055,1056,6.265525
65,1057,5.319710
1058,1059,6.322529
1060,866,7.741047
903,525,6.233951
1061,1062,7.398319
1063,244,6.362561
1064,352,5.593250
1065,1066,8.039933
1067,1068,6.011749
1049,1069,5.114997
1070,1071,6.273461
1072,1073,5.096980
1074,1075,3.800395
1076,1077,7.152295
111,692,8.311913
1078,546,6.909241
1079,1080,2.507579
1081,1082,5.248077
710,1083,6.921257
616,849,5.705330
496,1084,4.983808
643,1085,5.393350
1086,1087,6.630393
1088,605,6.798514
1089,578,5.588037
1090,776,6.476925
1091,156,5.618640
440,1092,10.498202
918,1093,5.009517
413,1094,4.371443
1095,888,1.980501
1096,1097,5.811713
797,63,6.419143
378,991,5.367232
49,1098,3.712862
1099,1100,2.770382
206,1101,5.237466
677,1102,5.703917
353,1103,7.241625
1104,1105,5.305590
1106,1107,7.727087
1108,388,3.327984
561,193,5.720869
1109,1110,6.921783
1111,211,8.492016
1112,310,6.117832
795,314,4.676174
1113,131,6.575094
24,943,5.442475
903,593,5.263920
951,1114,5.639272
1115,200,4.897170
47,1116,7.203879
116,1117,6.943161
440,1118,4.729613
796,1119,5.042910
226,1120,4.784960
1121,100,6.180415
291,1122,6.647164
6,840,5.109786
329,1123,4.297118
1124,878,7.245963
641,1125,5.894377
1126,509,5.191222
1127,1128,6.486769
144,1129,5.615537
1130,198,8.829012
939,960,4.261277
1131,1132,3.139161
869,216,1.896256
1133,1134,4.285602
1135,233,3.996940
1136,921,6.990164
650,1137,6.444674
1108,1031,4.242164
1138,670,4.589319
1139,1140,7.407607
656,1141,6.055722
1142,723,6.584789
940,999,4.978048
317,1143,7.256989
1144,1145,7.097763
329,1146,5.261241
110,836,7.427807
1147,1148,6.605793
392,1149,6.279677
1150,1019,1.949217
336,973,2.346091
753,193,6.022960
1151,1152,5.115118
1074,1153,4.525144
660,720,6.373770
182,593,6.123830
52,288,4.705072
1154,450,6.715799
1155,894,3.076135
271,1156,5.667161
1157,131,5.829998
655,559,5.275118
1158,709,3.775253
1159,633,5.962624
1133,114,4.228826
80,659,6.940193
160,754,7.183260
467,626,2.659836
1160,1161,5.518907
183,1162,7.113122
1163,217,6.859632
597,1164,3.166231
540,1084,3.934319
1165,249,5.595904
380,1166,2.536837
197,1167,8.874439
737,1142,7.089139
1094,675,4.218502
1012,1168,6.051170
1169,1170,7.028701
1171,1172,5.527133
887,433,3.211997
147,966,5.863282
884,820,3.647618
489,1173,6.293151
607,437,8.621578
735,959,4.689514
1174,1175,5.672085
1176,262,7.577930
143,1090,4.570564
1177,103,5.971984
486,397,7.440171
855,1178,6.112899
735,854,4.816180
24,791,4.462704
1068,1179,6.304516
1180,889,3.065591
1160,1043,5.596426
1181,702,5.308018
1182,1183,6.683048
341,853,4.886029
1184,1185,5.939790
676,1102,4.862530
631,1186,2.821832
1187,1188,9.178250
594,433,2.505048
619,158,5.552704
241,1189,2.131051
1190,405,7.217312
1191,1190,7.351489
1192,217,5.898585
1118,1092,5.836427
1193,1194,8.709540
318,650,6.810405
1195,37,5.588633
519,1196,2.768169
1197,935,6.875529
1198,1199,5.411314
1200,1113,6.697232
1201,922,6.734382
1202,949,4.854528
891,77,4.937174
860,164,5.089262
1203,290,7.589918
1204,1205,6.457829
195,440,5.492345
385,376,4.762693
1206,969,6.169470
1207,595,4.012183
1208,1209,5.243469
320,546,6.378428
418,1210,6.579573
1115,747,5.105739
742,1211,6.171915
287,1212,5.239004
1112,1213,4.770373
1214,1215,6.005238
1065,1216,7.032303
1217,689,8.196154
505,1218,4.731254
789,852,5.385857
691,1219,6.743689
1220,1221,5.762286
422,1222,5.478121
1223,337,3.013089
52,1224,4.978908
252,86,5.786012
131,1225,7.805403
1226,649,4.743116
982,459,5.928257
1227,1228,4.823422
529,866,9.146627
1229,1230,6.837837
1231,381,5.899157
686,1232,5.538831
1233,1234,4.267598
1235,1236,5.828126
1175,1237,6.556869
565,1238,4.917736
1239,1137,6.632586
1240,510,5.391845
180,1241,6.098845
461,104,6.114030
647,1242,2.214121
636,229,2.027796
1243,67,7.991438
228,1244,2.354366
1245,1118,6.765232
976,1051,9.039549
704,1246,6.454506
1247,1248,7.119159
1249,1250,6.685774
1251,383,6.591596
1203,1252,7.149655
1209,946,7.420096
144,3,5.454382
1253,944,7.455691
1254,1255,8.387418
1256,1257,4.912642
1258,1117,5.124159
1259,1229,7.378912
1260,1232,5.646371
1261,491,5.000160
1197,1262,7.903834
1263,947,7.913391
1264,2,6.141625
1025,924,7.830194
1042,1265,4.847563
1266,117,2.398420
162,1267,6.545273
1268,839,5.344084
1269,597,7.493058
1270,1271,6.106414
981,1272,4.108305
1273,350,5.626820
710,439,5.942619
1274,1275,5.923878
1276,1277,6.940737
1278,1279,7.093640
105,1280,5.368404
87,1281,6.345755
141,174,6.627154
621,1282,4.246324
1076,1283,6.982377
1284,1285,6.095899
1286,1260,6.526435
314,796,3.709139
1287,1288,5.959686
1184,158,5.452087
86,759,6.383257
87,678,5.921981
1289,118,2.644682
642,1290,7.263342
33,159,6.308120
297,132,5.923299
1291,1109,6.290058
1202,168,4.882603
1256,69,5.488531
1292,71,5.691272
1293,1294,2.713624
189,1273,4.654388
1286,1295,6.790755
52,849,5.303743
1296,1297,9.012581
531,543,6.202325
1298,1299,2.663478
1300,108,5.381458
583,931,7.247161
133,842,6.143564
568,1301,5.674496
1302,298,6.222277
1303,1223,2.603340
1304,1305,7.420456
871,1306,6.209517
340,1115,4.234615
1233,1307,6.701135
1308,1309,6.078221
1180,1310,2.664832
1311,1154,7.253037
1312,1313,7.559031
474,558,5.415361
1314,796,4.600416
1315,1316,4.333315
111,100,5.709512
1317,1318,6.408926
1319,990,5.592857
1320,1123,4.425646
665,481,6.139646
696,421,5.140720
206,539,5.554163
1218,509,4.881981
1321,186,6.215076
115,1117,5.127152
1278,1322,4.400192
1323,314,5.108797
1324,1325,6.158906
1326,111,7.065581
284,491,5.431509
1327,1328,7.262097
910,1329,6.147810
1274,1000,5.398396
228,1294,3.027138
1330,1331,4.962471
1321,482,5.400131
1332,1333,5.614072
1149,393,5.647289
1334,1335,2.455331
242,1178,6.287938
1336,1024,5.291867
357,546,6.003207
350,1179,6.321094
1337,1338,7.483331
139,1339,6.709696
954,1340,6.325055
224,1341,6.176767
1342,711,6.735502
191,1134,4.403164
1343,1344,7.502211
714,1345,3.167630
1346,1213,5.808639
1347,810,5.434727
1308,1348,6.485181
394,810,4.576810
621,1060,5.060122
979,1349,7.458142
1350,360,7.248841
53,747,5.411345
1351,360,5.493870
434,1133,4.290605
1352,1353,8.000717
355,81,3.324295
945,79,5.910195
1354,1355,5.213617
1256,868,5.205138
693,29,5.771967
1356,1357,6.286670
1358,1147,6.179093
662,1359,4.800895
13,907,6.414552
261,400,6.885681
1360,760,6.911559
1361,1362,6.381856
1363,1364,6.399504
58,179,5.542212
453,164,2.781435
1028,1084,4.654487
1304,1215,5.894381
246,1359,3.881392
1365,27,6.578569
1366,352,5.967251
1367,760,7.683092
189,1068,6.062150
1368,135,7.435618
197,1130,6.546976
1369,1370,6.609999
136,1008,6.355179
1001,1371,7.502300
1162,1372,6.408895
297,1174,6.129598
263,1373,8.533361
908,167,4.493293
978,1374,4.839870
180,1375,5.933692
1130,1167,8.082788
1376,138,5.641832
986,1080,2.559886
263,1377,6.947289
466,1378,3.750551
254,729,4.965308
410,316,6.785091
1379,1380,5.475834
1186,1381,2.141338
1382,1383,6.368909
1384,122,6.642391
1017,441,4.769670
503,1385,6.435346
390,1386,6.639581
279,1387,6.768394
538,1388,5.798536
6,1389,6.405739
1390,1391,4.764249
1392,23,7.224376
937,825,3.807443
1081,1393,6.876288
236,1394,4.802537
1395,354,7.381662
1144,1396,7.242045
1397,1398,7.285375
1399,365,6.374654
403,1400,7.669621
1401,984,5.658455
1251,992,6.052481
84,1402,3.625498
1293,1244,1.731136
1403,614,7.197248
1404,1237,6.897739
535,1219,6.851554
1323,795,4.952719
1405,861,3.150382
1406,1242,1.682070
1407,1408,6.505998
1075,323,4.240931
498,573,6.671771
1409,867,7.529597
1410,1043,5.345882
1085,1411,6.384059
1412,406,2.584950
810,541,4.925926
814,769,6.848676
1413,1414,6.005784
1415,585,6.574278
652,42,5.926597
701,1416,7.813118
1417,864,6.953659
1418,397,7.116279
258,1419,6.573452
401,1420,7.420113
636,856,2.394441
1054,1421,7.273904
1422,276,5.691731
1216,7,6.941566
1423,1419,6.840995
1424,1229,6.456610
691,1425,5.411688
704,933,4.816753
919,304,7.078565
1426,1427,5.923537
59,991,5.787485
814,864,6.740677
939,1428,5.067888
535,1429,6.420752
806,1071,7.809954
125,1430,2.938213
1431,1432,7.119493
1433,1434,7.975456
342,1435,6.924545
1099,117,2.141751
1018,519,2.160439
1159,1436,5.991835
57,179,5.144147
1392,1437,6.951334
1438,852,7.045387
574,1344,6.070354
1439,26,5.221355
885,1440,6.015477
1441,1383,6.635888
1442,1443,6.983508
1444,864,7.036055
1445,1249,6.519647
1446,1447,6.470900
967,494,4.861053
434,192,2.903593
280,1338,7.551288
1448,1449,6.082855
1450,1242,2.909947
673,1451,6.636293
80,15,6.743792
451,1430,2.252807
713,249,6.256329
1452,1453,6.484908
261,610,5.862109
398,774,5.058565
1454,557,4.335792
1198,1151,5.048495
1455,1456,6.460292
12,1457,5.868797
237,1394,4.786334
1270,43,6.106604
705,1092,6.193929
640,231,5.638888
438,766,7.193478
1458,594,3.646983
1459,1460,6.502352
1461,1387,5.388749
827,1462,6.996859
1463,1140,5.494434
1317,312,6.400586
1095,1464,4.634007
1465,409,7.281575
1224,288,4.709040
465,1212,5.287272
314,1466,4.786983
996,1232,5.498559
189,1179,6.068859
1172,1467,5.532925
910,256,6.588789
1308,1358,6.161936
1468,80,6.074679
1469,185,5.047545
926,1250,6.354808
881,379,5.417211
886,1234,5.079596
1470,1471,4.719805
1472,1359,4.811378
541,335,5.279358
1473,849,6.013823
1474,644,3.698875
120,303,6.701149
1212,395,5.961586
1475,356,5.552547
1455,1476,6.665097
1477,1034,8.302521
960,1478,4.177443
24,942,5.924888
213,1383,6.635643
1479,483,4.451381
570,1426,5.457887
615,1425,6.391900
1423,258,5.993380
1480,1205,5.996382
1481,1267,7.944993
556,1084,5.195217
1482,1483,6.098488
792,829,5.254666
167,1484,4.484466
1415,1295,4.873781
1371,511,6.006617
1485,1087,7.094791
763,1429,6.592333
1185,1486,6.252233
1487,402,5.805316
189,1488,5.220243
656,800,6.197728
1489,285,5.102459
778,388,7.124684
1490,666,7.171649
530,1491,7.498612
949,1492,6.370675
1427,575,8.033546
1493,1494,6.433999
1495,1496,5.394291
392,397,6.590665
1156,272,6.974426
1497,776,6.779202
1174,1433,7.272452
882,237,4.545118
1376,1498,6.076312
1169,1337,7.609280
300,957,5.740245
810,1385,6.315850
429,1471,6.228502
1499,1500,7.908653
136,231,5.339438
1501,1502,5.272630
418,1503,6.151173
1504,761,3.210409
114,1505,4.249272
1348,1506,5.953022
708,1194,8.105548
959,463,6.096319
1369,941,6.338386
1507,751,4.433301
1081,1432,6.833710
1508,1174,6.689710
1509,1510,7.215535
873,729,6.053497
407,491,5.251726
1453,1511,6.918080
124,887,3.550313
435,1512,6.462152
300,1295,5.650613
513,1513,5.406837
1514,1515,5.936680
552,1516,5.486984
603,1388,5.692139
906,849,5.847044
1439,606,5.505659
1406,594,2.594150
456,1517,5.972602
541,334,4.696775
394,286,5.176127
577,1518,2.555428
1519,724,5.779936
1520,1282,3.682616
1158,549,5.261120
1345,416,2.116078
1521,1353,8.052232
964,1075,8.529970
1522,1234,4.358507
106,1523,7.610251
1524,1525,6.246025
1526,578,5.172580
724,741,4.725357
908,1527,3.731691
474,559,4.988983
1528,626,3.142958
1529,1530,6.820270
368,1402,3.298459
1531,327,5.519561
777,1036,3.446909
1532,423,4.903389
141,1533,5.505430
514,1359,5.765877
1035,1032,3.051343
899,1122,7.787374
1534,984,5.619315
83,1535,1.789744
1536,1015,7.582408
940,1537,6.960822
1538,171,6.991610
1497,473,3.363238
1228,639,7.730230
1169,506,7.165837
1288,155,6.001018
163,1539,3.097317
1332,1540,5.440807
309,1541,8.032518
55,765,7.548075
1009,733,5.353092
972,310,6.412011
134,1205,5.820768
452,164,2.412781
367,1542,2.198052
246,1009,4.718511
801,1282,2.637971
1543,1544,8.175117
621,1047,5.157179
269,1078,7.425629
1545,1546,5.221458
1547,548,4.091138
402,1548,4.622159
1549,416,2.830889
1550,792,4.769094
1029,542,5.292037
46,1239,6.870299
863,258,6.908118
1551,1001,7.008758
1514,715,7.122546
236,483,4.622774
1552,660,6.368684
1245,1553,6.916643
998,812,5.310315
1024,1554,3.548721
1058,1555,6.625915
885,1331,4.845682
30,255,5.797781
495,176,6.170519
1438,1027,7.253973
365,270,8.308471
1556,854,6.668283
704,88,5.361200
32,1125,6.177992
1287,1551,6.505495
804,726,6.558457
1557,716,7.018259
1558,488,6.597157
508,1218,4.799329
768,1559,6.974275
1560,1056,4.733182
888,1189,2.249959
513,1561,4.232952
1332,199,5.755094
958,717,6.136354
309,1562,7.202055
711,738,6.797800
1563,1564,7.482974
1527,1565,5.143896
367,1566,2.473080
1567,938,2.927700
1522,1440,4.791465
157,620,5.211009
1285,1056,5.851756
300,1568,6.883743
1569,361,5.255045
41,1359,5.261329
339,1407,7.647730
96,767,6.108496
739,1208,7.211366
1386,1262,8.335244
1570,1571,2.971377
1572,1573,7.540904
933,88,5.191616
1030,159,4.647661
1493,1574,7.282993
415,200,5.347093
1403,1575,5.965809
1576,1119,4.998214
26,193,6.337527
1577,109,6.175319
1578,728,6.310227
1174,564,5.367377
1579,1580,6.700787
1479,1122,6.427718
313,1581,4.473625
779,1582,5.813163
86,1494,5.205154
196,1187,8.619925
1375,1161,4.873631
756,1583,7.099720
926,373,5.986141
1363,1584,6.787442
457,1517,6.415208
673,763,6.103202
732,11,6.884721
355,825,2.587929
1585,738,6.827138
1401,697,5.036708
1497,1440,4.135349
1586,1255,6.572264
1587,1427,6.541870
96,1238,4.849944
1588,391,5.237727
1470,151,5.596686
1589,1561,5.532233
1590,1466,4.020067
248,624,5.382153
1591,1118,7.571304
1077,1414,6.282125
466,1592,2.050542
1593,761,3.585212
1594,1521,6.483808
1595,1588,6.280017
1596,1420,6.836042
1218,99,6.812247
1531,1597,5.165267
935,1,6.939489
246,1598,4.945354
527,1228,5.621338
1599,1282,3.689904
