source,target,weight
247,24,3.000000
248,47,3.000000
249,250,3.000000
251,47,3.000000
254,53,3.000000
255,256,3.000000
257,258,3.000000
259,24,3.000000
260,95,3.000000
261,24,3.000000
262,263,3.000000
264,265,3.000000
266,5,3.000000
267,53,3.000000
52,268,3.000000
270,24,3.000000
271,5,3.000000
274,24,3.000000
275,276,3.000000
277,5,3.000000
280,202,3.000000
209,33,3.000000
281,24,3.000000
284,285,3.000000
286,47,3.000000
288,289,3.000000
290,291,3.000000
292,53,3.000000
294,241,3.000000
295,5,3.000000
296,9,3.000000
94,24,3.000000
298,53,3.000000
299,155,3.000000
301,47,3.000000
302,303,3.000000
64,224,3.000000
292,60,3.000000
307,63,3.000000
308,40,3.000000
151,311,3.000000
312,95,3.000000
249,317,3.000000
319,27,3.000000
39,320,3.000000
321,24,3.000000
322,323,3.000000
324,27,3.000000
296,53,3.000000
325,326,3.000000
325,327,3.000000
328,47,3.000000
329,327,3.000000
330,24,3.000000
336,24,3.000000
338,24,3.000000
339,340,3.000000
343,5,3.000000
345,53,3.000000
70,95,3.000000
347,311,3.000000
348,63,3.000000
349,350,3.000000
351,33,3.000000
339,5,3.000000
352,24,3.000000
354,142,3.000000
356,24,3.000000
357,95,3.000000
358,359,3.000000
360,53,3.000000
46,241,3.000000
361,311,3.000000
364,24,3.000000
366,367,3.000000
368,135,3.000000
52,60,3.000000
46,369,3.000000
370,53,3.000000
146,371,3.000000
372,327,3.000000
54,53,3.000000
21,374,3.000000
13,69,3.000000
375,53,3.000000
376,377,3.000000
378,142,3.000000
379,24,3.000000
381,382,3.000000
383,384,3.000000
327,52,3.000000
388,245,3.000000
389,390,3.000000
391,47,3.000000
392,250,3.000000
393,390,3.000000
395,142,3.000000
396,24,3.000000
401,95,3.000000
402,5,3.000000
403,404,3.000000
405,90,3.000000
406,24,3.000000
407,47,3.000000
410,24,3.000000
262,412,3.000000
417,53,3.000000
5,51,3.000000
145,419,3.000000
420,317,3.000000
422,63,3.000000
423,53,3.000000
425,426,3.000000
428,24,3.000000
429,33,3.000000
430,24,3.000000
431,5,3.000000
327,433,3.000000
254,90,3.000000
52,33,3.000000
438,65,3.000000
439,5,3.000000
440,359,3.000000
441,14,3.000000
442,47,3.000000
52,419,3.000000
443,24,3.000000
444,367,3.000000
445,53,3.000000
449,450,3.000000
451,47,3.000000
144,224,3.000000
452,47,3.000000
453,454,3.000000
456,5,3.000000
459,369,3.000000
460,454,3.000000
461,462,3.000000
464,24,3.000000
467,468,3.000000
469,24,3.000000
179,250,3.000000
473,474,3.000000
301,419,3.000000
475,359,3.000000
478,53,3.000000
483,90,3.000000
484,24,3.000000
486,5,3.000000
488,53,3.000000
28,489,3.000000
319,115,3.000000
494,24,3.000000
495,496,3.000000
497,47,3.000000
468,142,3.000000
498,53,3.000000
52,499,3.000000
502,47,3.000000
503,63,3.000000
505,95,3.000000
209,60,3.000000
506,507,3.000000
509,510,3.000000
391,5,2.000000
513,514,2.000000
515,516,2.000000
517,40,2.000000
520,38,2.000000
522,53,2.000000
524,525,2.000000
526,65,2.000000
530,47,2.000000
531,532,2.000000
533,24,2.000000
536,24,2.000000
539,540,2.000000
541,542,2.000000
543,90,2.000000
544,12,2.000000
124,5,2.000000
327,545,2.000000
546,547,2.000000
549,550,2.000000
554,53,2.000000
557,558,2.000000
559,560,2.000000
561,159,2.000000
562,60,2.000000
563,142,2.000000
569,570,2.000000
572,454,2.000000
329,90,2.000000
573,14,2.000000
574,53,2.000000
575,576,2.000000
577,40,2.000000
579,580,2.000000
495,263,2.000000
581,367,2.000000
583,584,2.000000
586,587,2.000000
589,590,2.000000
591,63,2.000000
541,593,2.000000
478,340,2.000000
594,27,2.000000
595,359,2.000000
596,95,2.000000
597,53,2.000000
598,599,2.000000
602,9,2.000000
603,604,2.000000
68,587,2.000000
605,53,2.000000
606,217,2.000000
607,53,2.000000
611,69,2.000000
614,615,2.000000
37,514,2.000000
509,616,2.000000
619,60,2.000000
620,90,2.000000
182,52,2.000000
484,95,2.000000
622,623,2.000000
624,499,2.000000
591,3,2.000000
77,419,2.000000
629,630,2.000000
52,47,2.000000
633,95,2.000000
635,268,2.000000
636,637,2.000000
638,14,2.000000
639,27,2.000000
640,53,2.000000
643,644,2.000000
645,27,2.000000
646,47,2.000000
649,650,2.000000
652,53,2.000000
656,24,2.000000
657,658,2.000000
46,419,2.000000
495,311,2.000000
664,9,2.000000
665,40,2.000000
77,669,2.000000
671,215,2.000000
673,112,2.000000
680,90,2.000000
681,208,2.000000
682,53,2.000000
358,683,2.000000
686,60,2.000000
405,689,2.000000
690,291,2.000000
693,24,2.000000
635,545,2.000000
179,694,2.000000
695,696,2.000000
697,698,2.000000
699,5,2.000000
700,701,2.000000
704,377,2.000000
705,706,2.000000
219,24,2.000000
707,388,2.000000
708,24,2.000000
709,229,2.000000
710,53,2.000000
711,712,2.000000
713,714,2.000000
189,245,2.000000
391,717,2.000000
718,499,2.000000
719,720,2.000000
261,95,2.000000
271,722,2.000000
723,142,2.000000
249,561,2.000000
725,45,2.000000
727,53,2.000000
728,47,2.000000
603,419,2.000000
275,63,2.000000
732,142,2.000000
733,265,2.000000
736,47,2.000000
740,24,2.000000
603,112,2.000000
32,47,2.000000
745,24,2.000000
560,359,2.000000
746,63,2.000000
747,5,2.000000
749,40,2.000000
750,751,2.000000
375,63,2.000000
754,53,2.000000
756,47,2.000000
497,763,2.000000
764,47,2.000000
18,768,2.000000
769,717,2.000000
770,245,2.000000
771,514,2.000000
63,772,2.000000
773,24,2.000000
68,774,2.000000
407,775,2.000000
776,24,2.000000
777,650,2.000000
778,142,2.000000
779,780,2.000000
781,142,2.000000
782,53,2.000000
783,229,2.000000
786,340,2.000000
787,587,2.000000
789,142,2.000000
503,40,2.000000
417,112,2.000000
790,388,2.000000
791,47,2.000000
792,38,2.000000
793,40,2.000000
328,229,2.000000
39,796,2.000000
797,237,2.000000
799,800,2.000000
801,112,2.000000
802,24,2.000000
806,317,2.000000
808,809,2.000000
810,811,2.000000
812,5,2.000000
324,813,2.000000
814,815,2.000000
816,817,2.000000
151,142,2.000000
818,53,2.000000
821,40,2.000000
823,24,2.000000
824,5,2.000000
389,800,2.000000
829,5,2.000000
830,642,2.000000
832,53,2.000000
833,45,2.000000
389,311,2.000000
834,60,2.000000
835,648,2.000000
836,142,2.000000
837,838,2.000000
840,763,2.000000
845,47,2.000000
846,53,2.000000
847,848,2.000000
849,268,2.000000
850,95,2.000000
851,208,2.000000
852,33,2.000000
854,53,2.000000
855,53,2.000000
857,152,2.000000
860,861,2.000000
862,263,2.000000
863,5,2.000000
864,667,2.000000
228,545,2.000000
865,95,2.000000
866,552,2.000000
133,867,2.000000
872,635,2.000000
880,881,2.000000
882,27,2.000000
883,53,2.000000
884,24,2.000000
885,142,2.000000
888,95,2.000000
889,90,2.000000
892,24,2.000000
894,393,2.000000
895,95,2.000000
898,899,2.000000
903,53,2.000000
904,905,2.000000
91,53,2.000000
78,268,2.000000
908,909,2.000000
913,763,2.000000
914,53,2.000000
915,916,2.000000
917,763,2.000000
32,918,2.000000
90,53,2.000000
922,650,2.000000
924,925,2.000000
774,915,2.000000
149,927,2.000000
312,24,2.000000
929,24,2.000000
392,935,2.000000
936,658,2.000000
937,938,2.000000
939,142,2.000000
513,942,2.000000
944,40,2.000000
945,24,2.000000
370,947,2.000000
851,53,2.000000
189,951,2.000000
952,53,2.000000
953,90,2.000000
954,90,2.000000
955,24,2.000000
956,510,2.000000
440,957,2.000000
707,540,2.000000
963,47,2.000000
966,47,2.000000
972,53,2.000000
76,90,2.000000
974,202,2.000000
976,142,2.000000
977,623,2.000000
978,47,2.000000
979,142,2.000000
182,986,2.000000
987,112,2.000000
693,95,2.000000
990,40,2.000000
991,992,2.000000
993,24,2.000000
995,996,2.000000
1000,47,2.000000
1001,14,2.000000
624,33,2.000000
1005,1006,2.000000
1007,47,2.000000
1008,1009,2.000000
1010,1011,2.000000
90,47,2.000000
439,40,2.000000
1014,5,2.000000
1017,369,2.000000
1018,800,2.000000
1019,53,2.000000
1020,369,2.000000
1021,658,2.000000
358,250,2.000000
71,95,2.000000
182,229,2.000000
1027,24,2.000000
526,40,2.000000
217,862,2.000000
249,18,2.000000
1035,135,2.000000
1036,24,2.000000
1037,53,2.000000
1038,24,2.000000
1040,867,2.000000
1043,53,2.000000
1047,53,2.000000
215,1048,2.000000
1050,47,2.000000
1054,53,2.000000
1055,1056,2.000000
1057,1058,2.000000
1061,1062,2.000000
345,90,2.000000
525,1063,2.000000
495,389,2.000000
223,33,2.000000
513,1066,2.000000
1067,95,2.000000
1068,142,2.000000
1069,40,2.000000
1070,1071,2.000000
1072,53,2.000000
478,291,2.000000
1073,90,2.000000
249,1074,2.000000
1075,1076,2.000000
1077,1078,2.000000
330,95,2.000000
1080,311,2.000000
1081,1082,2.000000
139,53,2.000000
1088,53,2.000000
1089,40,2.000000
1090,1091,2.000000
1092,142,2.000000
1095,118,2.000000
1096,1097,2.000000
1101,1102,2.000000
182,63,2.000000
620,189,2.000000
1106,40,2.000000
1109,53,2.000000
1110,1111,2.000000
1112,24,2.000000
1113,53,2.000000
781,1114,2.000000
1115,40,2.000000
624,1116,2.000000
1118,30,2.000000
1120,1121,2.000000
228,53,2.000000
383,1130,2.000000
321,95,2.000000
1131,1132,2.000000
1133,112,2.000000
1136,53,2.000000
1140,1141,2.000000
1142,1046,2.000000
1143,1144,2.000000
1145,47,2.000000
467,1146,2.000000
1147,53,2.000000
520,27,2.000000
1148,1149,2.000000
78,499,2.000000
73,95,2.000000
1153,1154,2.000000
1155,142,2.000000
497,202,2.000000
1160,1161,2.000000
1036,95,2.000000
1162,599,2.000000
1164,112,2.000000
50,53,2.000000
1167,1048,2.000000
1168,90,2.000000
1169,1170,2.000000
1172,142,2.000000
62,1173,2.000000
1174,24,2.000000
812,53,2.000000
1178,722,2.000000
1179,1180,2.000000
1181,53,2.000000
1182,60,2.000000
225,1183,2.000000
1184,90,2.000000
1188,63,2.000000
1189,33,2.000000
1190,95,2.000000
1191,95,2.000000
1193,40,2.000000
46,90,2.000000
908,1195,2.000000
1196,33,2.000000
1197,95,2.000000
1198,40,2.000000
1199,218,2.000000
1201,920,2.000000
1168,47,2.000000
1202,10,2.000000
1203,24,2.000000
1206,1207,2.000000
1210,416,2.000000
823,95,2.000000
1214,90,2.000000
1215,60,2.000000
1217,1218,2.000000
1220,63,2.000000
1221,1222,2.000000
1224,1225,2.000000
1226,53,2.000000
1229,268,2.000000
351,47,2.000000
1231,1232,2.000000
1233,369,2.000000
1234,667,2.000000
1235,1236,2.000000
1237,5,2.000000
275,47,2.000000
869,1239,2.000000
1241,24,2.000000
1242,5,2.000000
1243,33,2.000000
336,95,2.000000
389,1246,2.000000
1248,112,2.000000
1249,95,2.000000
134,1250,2.000000
225,189,2.000000
52,90,2.000000
1265,1063,2.000000
1266,642,2.000000
1267,24,2.000000
1269,5,2.000000
1271,95,2.000000
776,95,2.000000
719,604,2.000000
343,63,2.000000
1278,268,2.000000
1279,644,2.000000
697,1281,2.000000
1102,40,2.000000
1286,47,2.000000
294,604,2.000000
1288,265,2.000000
1289,53,2.000000
1290,47,2.000000
1291,386,2.000000
1292,53,2.000000
1293,76,2.000000
624,97,2.000000
1295,53,2.000000
1296,95,2.000000
1188,558,2.000000
1298,1299,2.000000
1302,53,2.000000
1303,1225,2.000000
286,202,2.000000
354,1246,2.000000
1307,5,2.000000
1310,40,2.000000
1311,947,2.000000
27,489,2.000000
1312,623,2.000000
271,1314,2.000000
787,1315,2.000000
1320,5,2.000000
249,645,2.000000
1325,1062,2.000000
1326,53,2.000000
1328,95,2.000000
1329,24,2.000000
221,95,2.000000
1330,53,2.000000
254,615,2.000000
1331,24,2.000000
328,9,2.000000
1334,1335,2.000000
913,47,2.000000
882,1338,2.000000
1342,1343,2.000000
328,1344,2.000000
428,95,2.000000
1345,1346,2.000000
495,1348,2.000000
1349,1350,2.000000
1354,53,2.000000
1357,388,2.000000
22,21,2.000000
324,317,2.000000
1361,1362,2.000000
1364,161,2.000000
1366,24,2.000000
1367,1368,2.000000
1369,24,2.000000
1371,1372,2.000000
1373,682,2.000000
1376,996,2.000000
1377,63,2.000000
1378,24,2.000000
1379,1380,2.000000
1382,265,2.000000
1383,1384,2.000000
324,1180,2.000000
1388,53,2.000000
1390,1391,2.000000
1396,112,2.000000
22,53,2.000000
681,45,2.000000
1397,95,2.000000
1399,510,2.000000
1404,669,2.000000
343,53,2.000000
1408,33,2.000000
1409,1410,2.000000
1411,630,2.000000
603,53,2.000000
1417,1077,2.000000
895,24,2.000000
1418,1144,2.000000
388,40,2.000000
1422,1225,2.000000
1424,33,2.000000
1425,763,2.000000
1426,53,2.000000
1172,38,2.000000
1427,53,2.000000
502,90,2.000000
700,27,2.000000
1430,1431,2.000000
1432,53,2.000000
1433,658,2.000000
1434,263,2.000000
1435,53,2.000000
1438,60,2.000000
1441,53,2.000000
179,1114,2.000000
198,53,2.000000
1221,218,2.000000
179,317,2.000000
1443,24,2.000000
1444,489,2.000000
199,53,2.000000
1447,47,2.000000
46,1449,2.000000
872,47,2.000000
1452,47,2.000000
1457,1458,2.000000
1460,1461,2.000000
1462,1463,2.000000
1465,95,2.000000
1422,1207,2.000000
1007,53,2.000000
777,53,2.000000
1399,412,2.000000
1467,1468,2.000000
63,635,2.000000
1473,53,2.000000
1474,1475,2.000000
1478,24,2.000000
66,40,2.000000
1482,1120,2.000000
280,60,2.000000
2,1483,2.000000
1487,472,2.000000
1489,510,2.000000
1491,95,2.000000
1492,27,2.000000
46,1493,2.000000
639,1494,2.000000
124,288,2.000000
48,95,2.000000
1502,1503,2.000000
1504,419,2.000000
77,5,2.000000
1506,263,2.000000
1507,53,2.000000
1081,47,2.000000
1513,709,2.000000
1515,809,2.000000
1517,1518,2.000000
440,263,2.000000
1520,1521,2.000000
1522,658,2.000000
495,768,2.000000
603,47,2.000000
1523,1524,2.000000
324,514,2.000000
1527,40,2.000000
513,489,2.000000
1531,1173,2.000000
1532,245,2.000000
1534,815,2.000000
1535,545,2.000000
1540,1541,2.000000
718,9,2.000000
77,603,2.000000
812,1144,2.000000
2,1542,2.000000
830,1543,2.000000
77,90,2.000000
39,1544,2.000000
1546,95,2.000000
338,95,2.000000
1547,558,2.000000
1548,112,2.000000
1549,7,2.000000
1551,552,2.000000
633,24,2.000000
1553,95,2.000000
343,1558,2.000000
1560,142,2.000000
1561,1562,2.000000
343,499,2.000000
1563,623,2.000000
1541,340,2.000000
1565,607,2.000000
1566,47,2.000000
1569,24,2.000000
591,419,2.000000
1570,53,2.000000
179,27,2.000000
1573,296,2.000000
1574,90,2.000000
1546,24,2.000000
429,53,2.000000
1221,1577,2.000000
736,1207,2.000000
1582,95,2.000000
1583,1584,2.000000
1586,1587,2.000000
1589,95,2.000000
701,1590,2.000000
389,258,2.000000
1593,1594,2.000000
1595,1091,2.000000
1599,38,2.000000
1602,142,2.000000
1605,142,2.000000
1367,291,2.000000
1607,1608,2.000000
1609,5,2.000000
1613,47,2.000000
1615,1343,2.000000
146,1617,2.000000
1621,40,2.000000
1622,514,2.000000
1625,53,2.000000
1634,1314,2.000000
1636,194,2.000000
184,95,2.000000
1638,623,2.000000
329,615,2.000000
1640,24,2.000000
1605,569,2.000000
1638,1494,2.000000
1574,5,2.000000
77,1264,2.000000
1641,1642,2.000000
1643,1644,2.000000
77,112,2.000000
711,90,2.000000
141,1114,2.000000
146,1650,2.000000
1653,1654,2.000000
1168,1659,2.000000
624,178,2.000000
1660,27,2.000000
124,1664,2.000000
1665,24,2.000000
1148,552,2.000000
1670,53,2.000000
1184,53,2.000000
1671,112,2.000000
1672,1659,2.000000
1674,152,2.000000
46,63,2.000000
1677,1144,2.000000
1096,1678,2.000000
1679,60,2.000000
1681,1319,2.000000
1682,69,2.000000
526,53,2.000000
1683,142,2.000000
1686,311,2.000000
953,112,2.000000
339,53,2.000000
990,224,2.000000
209,1688,2.000000
1690,28,2.000000
1692,229,2.000000
1693,24,2.000000
1694,1695,2.000000
1696,5,2.000000
1698,1699,2.000000
1700,24,2.000000
256,1394,2.000000
646,947,2.000000
1702,53,2.000000
1703,359,2.000000
1704,24,2.000000
1705,53,2.000000
559,1710,2.000000
32,53,2.000000
1717,1718,2.000000
1719,1720,2.000000
497,40,2.000000
1721,53,2.000000
1722,65,2.000000
1723,1724,2.000000
1493,53,2.000000
46,97,2.000000
1728,131,2.000000
1729,95,2.000000
1307,90,2.000000
1730,1076,2.000000
249,514,2.000000
159,1731,2.000000
1734,142,2.000000
1735,24,2.000000
611,14,2.000000
1741,90,2.000000
486,717,2.000000
1744,642,2.000000
1747,53,2.000000
1748,1749,2.000000
1750,369,2.000000
495,1751,2.000000
1752,95,2.000000
382,1756,2.000000
229,5,2.000000
1759,53,2.000000
1682,291,2.000000
1761,241,2.000000
1752,24,2.000000
884,95,2.000000
18,263,2.000000
228,1765,2.000000
549,570,2.000000
384,53,2.000000
1770,40,2.000000
619,53,2.000000
1774,155,2.000000
1775,359,2.000000
1776,448,2.000000
1779,1780,2.000000
1781,1146,2.000000
1784,1785,2.000000
1786,1787,2.000000
1788,53,2.000000
1789,1396,2.000000
1790,516,2.000000
1792,1494,2.000000
1040,623,2.000000
1796,468,2.000000
1067,24,2.000000
1792,1804,2.000000
52,1805,2.000000
1807,1808,2.000000
1810,1144,2.000000
292,63,2.000000
43,95,2.000000
1816,24,2.000000
1792,645,2.000000
1822,47,2.000000
1823,1824,2.000000
1574,9,2.000000
1243,5,2.000000
431,90,2.000000
1827,658,2.000000
144,53,2.000000
1831,540,2.000000
1832,1833,2.000000
474,47,2.000000
1837,263,2.000000
1839,53,2.000000
1320,1842,2.000000
1844,642,2.000000
114,142,2.000000
1846,1847,2.000000
1561,180,2.000000
1848,155,2.000000
1851,1852,2.000000
1853,135,2.000000
388,189,2.000000
1855,1856,2.000000
1312,1144,2.000000
1396,1861,2.000000
1418,1862,2.000000
78,47,2.000000
1864,27,2.000000
21,53,2.000000
909,1866,2.000000
1873,53,2.000000
55,95,2.000000
1874,540,2.000000
1875,60,2.000000
1574,33,2.000000
1877,142,2.000000
179,1878,2.000000
46,1879,2.000000
1880,1881,2.000000
1883,24,2.000000
602,419,2.000000
1885,468,2.000000
1886,142,2.000000
1887,27,2.000000
467,142,2.000000
506,1462,2.000000
1889,658,2.000000
1890,1891,2.000000
1892,1893,2.000000
754,540,2.000000
1082,918,2.000000
503,47,2.000000
486,722,2.000000
1896,95,2.000000
1900,1394,2.000000
1902,363,2.000000
1903,1144,2.000000
1904,1461,2.000000
228,65,2.000000
1906,40,2.000000
664,288,2.000000
301,53,2.000000
1756,256,2.000000
1913,38,2.000000
1625,1914,2.000000
1915,53,2.000000
1214,615,2.000000
392,1916,2.000000
1917,53,2.000000
1918,1899,2.000000
139,47,2.000000
1924,47,2.000000
262,250,2.000000
182,1467,2.000000
562,326,2.000000
1926,53,2.000000
1001,112,2.000000
146,1931,2.000000
1940,593,2.000000
1941,53,2.000000
1943,1944,2.000000
1945,24,2.000000
1946,95,2.000000
236,393,2.000000
1947,667,2.000000
1950,1951,2.000000
1955,142,2.000000
1203,95,2.000000
1957,1958,2.000000
1964,667,2.000000
271,587,2.000000
1967,95,2.000000
1970,142,2.000000
76,47,2.000000
1975,1320,2.000000
1286,245,2.000000
1981,1523,2.000000
1982,24,2.000000
188,53,2.000000
1985,1787,2.000000
1665,95,2.000000
1989,256,2.000000
183,1225,2.000000
1853,142,2.000000
249,1993,2.000000
1994,1995,2.000000
1996,95,2.000000
1874,53,2.000000
1775,2001,2.000000
2002,2003,2.000000
158,2004,2.000000
594,359,2.000000
2015,918,2.000000
2017,53,2.000000
1924,202,2.000000
1168,53,2.000000
2020,51,2.000000
2022,65,2.000000
1172,1521,2.000000
1561,38,2.000000
2024,701,2.000000
1489,263,2.000000
2025,587,2.000000
2026,53,2.000000
2028,47,2.000000
872,63,2.000000
2029,53,2.000000
2030,785,2.000000
2031,142,2.000000
2035,2003,2.000000
2037,1062,2.000000
2038,155,2.000000
328,245,2.000000
2039,630,2.000000
2043,95,2.000000
2044,135,2.000000
1562,263,2.000000
2045,53,2.000000
1430,1207,2.000000
2050,268,2.000000
2053,623,2.000000
2054,47,2.000000
2055,95,2.000000
1779,2056,2.000000
2057,552,2.000000
1425,53,2.000000
2058,51,2.000000
671,1756,2.000000
68,2062,2.000000
2065,2066,2.000000
2067,53,2.000000
594,263,2.000000
1367,40,2.000000
343,60,2.000000
2071,24,2.000000
1723,65,2.000000
2073,53,2.000000
228,669,2.000000
1982,95,2.000000
1642,986,2.000000
189,229,2.000000
1551,688,2.000000
1422,53,2.000000
1001,276,2.000000
407,53,2.000000
280,47,2.000000
2081,65,2.000000
2025,2082,2.000000
2083,694,2.000000
2084,53,2.000000
2085,40,2.000000
2091,5,2.000000
2092,2093,2.000000
1686,2094,2.000000
2098,2099,2.000000
339,47,2.000000
2104,95,2.000000
2105,24,2.000000
2108,2109,2.000000
1040,560,2.000000
1810,2110,2.000000
1641,2112,2.000000
2114,2115,2.000000
2116,47,2.000000
1080,701,2.000000
2119,658,2.000000
393,27,2.000000
2120,2121,2.000000
146,2122,2.000000
396,95,2.000000
1017,717,2.000000
1082,2123,2.000000
976,2124,2.000000
1396,60,2.000000
1996,24,2.000000
2128,1062,2.000000
889,60,2.000000
2130,1144,2.000000
2131,5,2.000000
2134,1720,2.000000
2136,317,2.000000
459,2137,2.000000
1527,53,2.000000
2140,2001,2.000000
343,47,2.000000
2141,2142,2.000000
745,95,2.000000
2143,5,2.000000
2146,24,2.000000
2147,2148,2.000000
2149,2150,2.000000
2155,40,2.000000
2156,2157,2.000000
1404,1441,1.000000
2168,47,1.000000
2173,2174,1.000000
2178,2179,1.000000
2180,838,1.000000
2181,2182,1.000000
979,2183,1.000000
2187,2188,1.000000
2197,5,1.000000
2200,2201,1.000000
2204,2205,1.000000
2206,5,1.000000
2209,268,1.000000
2215,250,1.000000
343,2224,1.000000
64,1621,1.000000
2227,552,1.000000
2230,2231,1.000000
2234,63,1.000000
366,2236,1.000000
2237,2238,1.000000
2240,2185,1.000000
2241,2242,1.000000
2244,250,1.000000
1310,1391,1.000000
2259,63,1.000000
2266,2267,1.000000
2269,2270,1.000000
114,2273,1.000000
1527,516,1.000000
624,224,1.000000
2282,2283,1.000000
2284,142,1.000000
2290,2291,1.000000
2292,796,1.000000
1396,53,1.000000
2300,9,1.000000
2302,317,1.000000
2307,2308,1.000000
2313,2314,1.000000
2315,112,1.000000
2320,2321,1.000000
2323,2324,1.000000
2329,2330,1.000000
2333,1966,1.000000
2337,2338,1.000000
602,635,1.000000
718,40,1.000000
2066,1161,1.000000
13,2347,1.000000
2352,2353,1.000000
2355,377,1.000000
2359,40,1.000000
1775,250,1.000000
2364,785,1.000000
2368,419,1.000000
1168,40,1.000000
52,2370,1.000000
2374,2091,1.000000
2381,155,1.000000
224,2386,1.000000
2389,667,1.000000
2393,1345,1.000000
607,2394,1.000000
2395,2396,1.000000
2397,118,1.000000
797,1562,1.000000
2410,112,1.000000
2384,2411,1.000000
2412,2413,1.000000
2416,2417,1.000000
2205,2174,1.000000
1837,38,1.000000
503,824,1.000000
2443,1236,1.000000
924,1468,1.000000
2448,2449,1.000000
1561,2450,1.000000
2451,2452,1.000000
2453,2454,1.000000
2459,2460,1.000000
2463,218,1.000000
2464,474,1.000000
2469,667,1.000000
2470,1621,1.000000
2474,2475,1.000000
1900,935,1.000000
1692,2478,1.000000
695,229,1.000000
2484,2485,1.000000
683,2486,1.000000
1574,824,1.000000
2491,650,1.000000
2492,2493,1.000000
2494,2495,1.000000
2498,2499,1.000000
2503,2504,1.000000
2505,2506,1.000000
2508,1415,1.000000
2509,53,1.000000
271,2510,1.000000
2515,2516,1.000000
2518,1688,1.000000
2519,2520,1.000000
2529,2530,1.000000
2538,208,1.000000
2528,2539,1.000000
2545,2546,1.000000
2547,587,1.000000
2384,1808,1.000000
2548,2124,1.000000
2552,53,1.000000
416,5,1.000000
2559,2560,1.000000
62,667,1.000000
2565,47,1.000000
664,69,1.000000
615,1944,1.000000
182,2570,1.000000
1607,112,1.000000
2586,648,1.000000
2587,265,1.000000
2588,2589,1.000000
145,1207,1.000000
267,1743,1.000000
2598,359,1.000000
2604,53,1.000000
2606,2607,1.000000
2609,1176,1.000000
2613,60,1.000000
2614,688,1.000000
2616,2617,1.000000
1723,5,1.000000
2618,2619,1.000000
1634,1362,1.000000
2624,2338,1.000000
1861,1659,1.000000
2625,2626,1.000000
2627,1862,1.000000
801,615,1.000000
1184,516,1.000000
483,2642,1.000000
2643,2644,1.000000
2649,47,1.000000
438,2652,1.000000
624,2653,1.000000
498,545,1.000000
1422,2657,1.000000
1115,2658,1.000000
2659,1144,1.000000
2660,785,1.000000
2663,2664,1.000000
849,2666,1.000000
135,2667,1.000000
2669,2338,1.000000
1573,1696,1.000000
1160,2612,1.000000
908,208,1.000000
2484,250,1.000000
700,2682,1.000000
2686,65,1.000000
2025,2687,1.000000
2693,2694,1.000000
2695,1144,1.000000
2698,2699,1.000000
2700,142,1.000000
2703,2277,1.000000
2704,2664,1.000000
2711,763,1.000000
2715,489,1.000000
1307,47,1.000000
1113,2726,1.000000
2730,2731,1.000000
2733,265,1.000000
2738,2739,1.000000
2742,2743,1.000000
2744,53,1.000000
